user,tweet
IndiaTomorrow.net,@mobirolla @Shehla_Rashid @AmitShah @narendramodi @ianuragthakur https://t.co/G6hhZr6yOx
HuffPost India,"The #Jamia incident comes just days after BJP leader Anurag Thakur, now banned from campaigning for 72 hours, raise… https://t.co/7sU3PDXXZO"
Amit,@StuteeMishra i know.. fake propaganda against CAA brought 100s of mullas on the streets burning public property an… https://t.co/9fwdbJzpiJ
ऑपइंडिया,"Video: जामिया-राजघाट मार्च के दौरान एक युवक ने लहराई पिस्तौल, फायरिंग में एक घायल

#JamiaGunViolence

https://t.co/nUDpv2lg07"
Office of Dr. Jitendra Awhad,"सामील व्हा!

चलो सारसबाग। चलो सारसबाग।।
हजारों की तादाद में चलो सारसबाग।

✊🏾 NPR-NRC-CAA विरोधी महासभा ✊🏾
गांधी का… https://t.co/cljJlaZcur"
Bharathi Nathan,"ஜாமியா மில்லியா பல்கலைக்கழகத்தில்
காந்தி நினைவு தினமான இன்று #CAA_NRC க்கு எதிராக போராட்டத்தில் ஈடுபட்டு வரும்   மா… https://t.co/7smXUoWE9B"
True,"‘ইয়ে লো আজাদি’, জামিয়ার বাইরে সিএএ বিরোধী মিছিলে গুলি যুবকের https://t.co/Xuk8bx7XGf"
Akram Azad 💯%FB,"@RoflGandhi_ @jagarwad_deepak जामिया यूनिवर्सिटी के पास हो रहे CAA के खिलाफ प्रदर्शन में बंदूक लेकर घुसा युवक, फाय… https://t.co/WCqWxJqU7e"
ly khan,European Parliament puts off vote on anti-CAA resolution https://t.co/lt1F8c8meo via @timesofindia
Avinash Pandey,"When a sitting minister of union council openly says ""Goli Maaro Saalon Ko""..... here is the outcome !!
Be aware...… https://t.co/Bkk4MqYjhx"
Sumit Verma,@fayedsouza @DelhiPolice It does not matter whether the rally is pro CAA or anti CAA. The police should have done t… https://t.co/02fnQWkPM4
Karan Anand करन आनंद کاران آنند,I feel @ArvindKejriwal should request all the anti CAA protests in Delhi to be put on hold till 11 Feb. Central gov… https://t.co/B3WdD07fMJ
Ismail اسماعیل🇮🇳 हिंदुस्तानी ↙️,"तबरेज को दी आजादी
आ ले लों तुम भी आजादी
ठोक कर देंगे आजादी 
देश के गद्दारों को गोली मारो जेसे नारे
पुरे देश में बी… https://t.co/L0jNbiB6Xo"
Umesh Patel,Let's supported CAA and NRC https://t.co/7G8dSuByd6
Hum Dekhengee,"Aap chronology samajhiyee

Pehle CAA.. GIVE citizenship to all except Muslims... Mostly hindus

Then NRC remove poo… https://t.co/GZ3Jjw4kkF"
Via Negativa,"The actual experiment of ""Desh ke gaddaron to Goli Maari saalin Ko"" has started. #Jamia #ShaheenBaghProtests… https://t.co/buob5ijoS9"
manish,@SreenivasanJain @soniandtv seems to be a drama created by anti-CAA ....Why some body who is BJP supporter or CAA s… https://t.co/7VMDDH26bb
Nadir Rizvi,@gunjan1424 @SirJadeja Tujhae kaagaz lekr bhi kya fayda tu is country ka ni bhi hua to CAA tmhe apna bna lega hme p… https://t.co/sqADlvgzrX
SAMIR BARIK,@rahulroushan Funny Jock's...kudrat see bolo CAA-NRC-NPR ...Manne ke liye ....nehi to bahat mahanga parega.
Republic,"PM Modi says govt ready to discuss all issues; oppn talks of anti-CAA protests, 'worsening' economy https://t.co/tpnRlJ6Jk0"
The observant Man,@ThePeopleOfIN This is scariest video ever. The reason people are in support of CAA is because of this kind of vide… https://t.co/7kjkscDbSl
Call Me Villain🇮🇳🚩,"""गोली मारो सालो को"" गंभीरता से लेने वाले गोपाल भाई को साधुवाद, Gopal का Shadab को आज़ादी देने में हुई चूक की कड़ी… https://t.co/qamAo2Ais7"
shambhu,"@RanaAyyub काश  1947 में तुम कचड़े पर देश दया नहीं दिखाई होती  , शायद कोई  इस्लामिक आतंकवादी संगठन नहीं होता और न C… https://t.co/7ZiljVQUSb"
Tejpal Rawat(ZEE NEWS),"#NirbhayaCase / दोषी अक्षय की क्यूरेटिव याचिका #SupremeCourt ने खारिज की
फांसी की सज़ा से अक्षय को नहीं राहत… https://t.co/w5SgrDzqcf"
Shah Ali (शाह अली) (شاہ علی),"@ShayarImran @shahidalidar_ #European_union_against_CAA_NRC 
#गोपाल_हिंदुत्वआतंकवादी
#TerroristAttackOnJamiaStudents"
Vakil Malik,BJP KE ANURAG THAKUR AAP KA KAAM POORA HOGAYE MUBARAK HO LEKIN HAM AAJ BHI CAA KA VEROD KARTE HAI AUR KARTE RAHEGE
Shairee Malhotra,@AartiTikoo @DrSJaishankar @MEAIndia Given the increased Indian interest in the @EU following a proposed resolution… https://t.co/JEa7SDgxs2
"""Yovi⁷""",@kukikoko97 Soree caa
Satish Kumar,"@priyankac19 जामिया-प्रोटेस्ट के दौरान एक व्यक्ति द्वारा हाथों में पिस्टल लेकर ""जय श्री राम"" और ""वंदे मातरम"" का ना… https://t.co/pS1ZeywKMm"
Saffronist Indian,@NavroopSingh_ @iMac_too @rahulroushan Even if it is pushed to us we don't need to be defensive or apologetic. Our… https://t.co/CTSUeveqMW
I_Support_Ambedkar,"#ShaheenBaghProtests

They are not protesting against CAA and NRC. It is their builtin hatred for Hindus manifestin… https://t.co/1CV3bfYFIF"
Abraham Lincoln,"Anurag Thakur ke statement ko Gopal ne Seriously le liya
Khair chalo khauf to banega 
#jamiafiring #MahatmaGandhi… https://t.co/gSEoeqqyHF"
Amit Parikh,@NTanjore @NarayanannairPv @ShashiTharoor Why any school authority has to involve school children for their protest… https://t.co/GinDb6gkVg
Chirag Mediratta,"Bapu ki ladai firangi se, humari ladai #Sanghi se. 

#ShaheenBaghProtests #Bapuji #Delhi #JamiaViolence… https://t.co/OylZje4p9v"
JN Kaushik,"@RamsaMeena @ihansraj Jihadi, is ke Jimmewar hai !
CAA ke Virodh me Dharna-Pradarshan, Violent Protests Sab fail ho… https://t.co/rUuPWlrTpF"
Parth Mehrotra,REAL MUSLIMS SUPPORT CAA NRC NPR #Jamia
Indranil,@priyankac19 No comments on Killings of Pro CAA supporter's by anti CAA supporter's in Jharkhand and Bengal? Selective outrage?
🐳,@jeonggouk Lebih dari sekilo kurang dari 2kg caa
daha,ckoi caa https://t.co/zoeI54GwTM
Ajmal | അജ്മൽ | اجمل,"Chronology:-

1 Passed CAA - official division of communities
2 Chief demarcated people by dress
3 Police barged in… https://t.co/7WB8gnJZTk"
Arif Moosa,"European union passed resolution against CAA NRC, a very popular democracy become unpopular today."
@l-Miher Khan,"ईयू में सीएए के खिलाफ प्रस्ताव रखा ही क्यों गया, सिब्बल का सरकार से सवाल https://t.co/oZuO5lPwpn"
RC Shukl,जामिया में गोली चलाने वाले शख़्स का नाम गोपाल है। ज़ेवर के रहने वाले इस लड़के ने फ़ेसबुक पर अपना नाम रामभक्त गोपाल… https://t.co/7OLg3nEQHW
Sayeed Ahmed,@gr_eternity @Anil82302640 @naukarshah So simply present government saving those 16 lakhs people in NRC. That’s why… https://t.co/sLsWluhCAM
Saeed,"#DelhiPolice is in nexus with with this new #NathuramGodse 
The police was just sight seeing while the… https://t.co/ylJqKIok81"
Amit Srivastava,@sudhirchaudhary अगर सिर्फ #ShaheenBagh पर पहुंच जाने को ही #Breaking_News की तरह दिखाया जाये तो कुछ तो बात है। और… https://t.co/hcPOqvhzPe
Call Me Villain🇮🇳🚩,"@vivekagnihotri ""गोली मारो सालो को"" गंभीरता से लेने वाले गोपाल भाई को साधुवाद, गोपाल का शाहदाब को आज़ादी देने में… https://t.co/XE25t9mPVI"
Zuber's own.,"Now , Its the time
When truth called lie 
                Or
And lie called truth .
Unexpected pic of indian police… https://t.co/RkFstWzpC0"
Ravi Ranjan Shukla,"@RajTiwa56444261 @rajeshchbjp महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबा… https://t.co/xLHHNnK0xr"
Jaiswal Abhishek🇮🇳,"Yes, CAA ya kisi bhi chij ka support aur virodh nhi karta kyu kiya use 

Haram k paise nhi aate, use apana kaam krn… https://t.co/JMXtmJU5Af"
गोपाल भोजक,"तुम गोडसे की पूजा करना, हम #गांधी को अपनायेगें...
#Gandhi 
#CAA_NRCProtests"
"🇵🇾 Amit Shah, Kolhapur, Bharat🇵🇾","@SKHalakhandi @weandgst Law makers i.e. @GST_Council  are busy in caa, budget, shamiya, jamiya, etc"
Nilesh Morbia,"@Mdzeeshanayyub CAA ka virodh karna hai to khud ki bharatiya nagrikta ka tyag karke kar shakte hai

Vande Mataram"
mohan john,CAA has been misunderstood by most and crooked minded politicians and media are utilising for their agenda to incubate.
DINESH CHAWLA,"#CitizenshipAct 
PM @narendramodi reminds Opposition of a Pakistani advertisement.

https://t.co/MMihbtI7ht https://t.co/VjWgeSPiX6"
🇮🇳🇮🇳🇮🇳 AADARSH JILKA 🇮🇳🇮🇳🇮🇳,"'બંધ'...એક દિવસ શું કામ???
તાકાત હોય તો રાખો
CAA દૂર ના થાય ત્યાં સુધી..!"
Shah Ali (शाह अली) (شاہ علی),"@RubikaLiyaquat #European_union_against_CAA_NRC 
#गोपाल_हिंदुत्वआतंकवादी
#TerroristAttackOnJamiaStudents"
Dr. Sri Radhanath,@narendramodi -You claim you respect Mahatma Gandhi. Why has this lady been moving freely? Does she serve SEDITION?… https://t.co/h1ZOiQpYc5
ibrahim🇵🇰,"@AMITCHIMNANI2 India me jo hindu protest kar rahe hen caa k against wo kia talwar k zor pe kar rahe hen.jhootey,jhootey,jhootey."
Atif Khan,"Modi  ji  aur Amit sah ज़रा assam मे जाकर रैली करके दिखाओ CAA और NRC के समर्थन मे तो पता चलेगा,..."
ALI SHAIKH,@Osamashaikhmba #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #तुम_कितने_गांधी_मारोगे… https://t.co/hoh6HkWXty
Sunny Chandani,@JAYNANDANYADAV4 @ABPNews @DelhiPolice उन जेहादियों का क्या जो   Caa ka विरोद्ध कर rhe हे
angryRam,@ANI Bhai mujhe iss #TapanBose ka mil gaya.. koi toh pahunchaa do pls... #CAA_NRC_Protests https://t.co/lssNRYWjLj
Humera F,"Spot the difference: Anti CAA/NRC protestors have the tricolour in their hands, they sing the national anthem, read… https://t.co/PRnTrxrNiI"
ARINDAM CHAKRABORTY,"@Ayaz_Ind @ANI If you are Indian, how does CAA affect you? It is not for Indian Nationals. Please read the copy and don't get misled."
Vishal Bhattacharji {Tyre Marks},CAA/NCR/NRP खिचड़ी का कानूनी पहलू - अच्छी व्याख्या 👏🏼👏🏼😒 https://t.co/qyfKhmE5cd
DINESH CHAWLA,"Those communalising government steps like #CAA exposed, says PM @narendramodi and rightly so, because when it does… https://t.co/ULHzYsACTN"
Shah Ali (शाह अली) (شاہ علی),"@Troll_Ziddi @UsmanShaikh0 #European_union_against_CAA_NRC 
#गोपाल_हिंदुत्वआतंकवादी
#TerroristAttackOnJamiaStudents"
Sudheesh_007,"Send 3 Chinese guys to Shaheen Bagh &amp; announce they have Corona virus.
All #anti_CAA nautanki virus will disappear !"
ALI SHAIKH,@kashaf3751 #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #तुम_कितने_गांधी_मारोगे… https://t.co/9zzhcgXKJj
Padmanabhan Jaikumar,https://t.co/IGSAzhcIAd
S M Abbas س م عبّاس,"#CAA_NRCProtests
Bapu killers are roaming free not afraid of law
#GandhijisLastMoments
@FriedrichPieter @USCIRF… https://t.co/bIk5pP2qnu"
Nobin Sharma,"#Reject_Hindutva_goons !
#Reject_RSS
#Reject_BJP
#Reject_CAA
#Save_India 
#Save_Constitution https://t.co/NfcaAoHu1P"
utkarsh bhatt,@MohsinGour13 @Gubomaster @ANI bhai jisse denial mein rehne ki aadat ho usske liye har cheez galat hoti hai. CAA is… https://t.co/w4FkCdJ9Sx
Amit Kumar ABVP,"महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को #CAA न लाना प… https://t.co/Igeq7XvlJP"
.,@SurrealZak What about bengal atrocities and anti caa atrocities 🤣
Parth Mehrotra,#Jamia desh valo k against mat jao..MUSLIMS SUPPORT CAA NRC NPR
Shaikh Huzaifa,"|￣￣￣￣￣￣￣￣￣￣￣|  
|  #ArrestAnuragThakur   |
|________________________|
               \ (•◡•) / 
                 \… https://t.co/PuTTuq2of0"
भारत पुनरुत्थान  Bharata Punarutthana,"Gun-Wielding Man Shoots Jamia Student at Anti-CAA Rally, Shouts 'Jai Shri Ram, Yeh Lo Azadi' Slogans… https://t.co/x6KJYinM4I"
Junaiz Mohammed,People have started taking Union Minister @ianuragthakur’s words literally. Arrest #AnuragThakur for provoking people. #JamiaFiring #CAA
Love Chowkidar,"how many times these people condemned incidents like this

https://t.co/b5abup7TwO https://t.co/YiZQoECtWA"
Richard Paul,A man is shouting pro #CAA #NRC slogans at #Jamia while showing a gun to the students on the day our… https://t.co/stg4hcr022
BHUPELLYSRIDHAR,"Shri Rahul Gandhi leads the  #SaveTheConstitution march against the unconstitutional CAA &amp; NRC in Kalpetta, Wayanad… https://t.co/1cRZfNAe9L"
Mohsin Ansari,"جامعہ علاقے میں سی اے اے پروسٹ کے دوران مظاہرین پر فائیرنگ۔۔
لوگوں سے کہا گیا اب لو آزادی۔
#NewIndia 
#Jamia… https://t.co/LLU5ZDtcPn"
विशाल गुप्ता 🇮🇳,"@MajorPoonia जामिया-प्रोटेस्ट के दौरान एक व्यक्ति द्वारा हाथों में पिस्टल लेकर ""जय श्री राम"" और ""वंदे मातरम"" का ना… https://t.co/SPLfwCA53u"
Saamana,नागरिकत्व सुधारणा कायदा (CAA) आणि राष्ट्रीय नागरिक नोंदणी (NRC) विरोधात दिल्लीतील शाहीन बागमध्ये सुरू असलेल्या आंदो… https://t.co/S19cdwYUqW
Komal Sharma,"#Jamia में बंदूक वाले शख्स का आतंक, गोली चलाकर बोला ये लो आजादी
#Jamia #NRA #CAA_NRCProtests @DelhiPolice… https://t.co/CAbWuP78Jt"
Shah Ali (शाह अली) (شاہ علی),"@ihansraj #European_union_against_CAA_NRC 
#गोपाल_हिंदुत्वआतंकवादी
#TerroristAttackOnJamiaStudents"
To The POINT,"Jihadi shot 55 cops in UP in Anti CAA riots. No condemnation by liberals.
One Hindu guy does a drama and they blame… https://t.co/khx3bTYNyn"
Dr Rajat Gupta🇮🇳,@SuvarnaVeerappa @BhardwajAnanya @SoulOfFeelings No you have not. Tell me why shouldn't we have a national count an… https://t.co/kUBucPMBaP
Jayanth Venkatesh,"With so many things happening here, hope people are aware &amp; do take care #caronavirus #WuhanVirus #India #CAA_NRC https://t.co/eZJo79cLAX"
Indianguide♥️ 🇮🇳,"@IndiasMuslims 2/2 ...u must declare yr support 4 religious plurality of India, show respect 2 India's historical l… https://t.co/iGZoCEGwRW"
Mariyam Abbas,72 साल पहले आज ही के दिन आज़ाद भारत का पहला आतंकी नाथूराम गोडसे ने राष्ट्रपिता गांधी को गोली मार क़त्ल किया था और आ… https://t.co/qaHLArYKj7
The Invisible Ascetic,"Uncle ji....why don't you go to wuhan china and get these three infected chinese with you....

After they come....a… https://t.co/QQHQ4byaqE"
Love Chowkidar,"@IndiaToday how many times these people condemned incidents like this

https://t.co/b5abup7TwO"
NISHANT,#CAA पर @RubikaLiyaquat का सबसे बेहतरीन शो....देखिये और समझिए क्या कहा जा रहा है और क्या सच है https://t.co/vaL6eP2ax8
Indranil,@sardesairajdeep @IndiaToday @aajtak When will you cover the killings happened in Jharkhand and Bengal of Pro CAA supporter's?
Shah Ali (शाह अली) (شاہ علی),"@Monster_Ghost07 @Afsarali190 #European_union_against_CAA_NRC 
#गोपाल_हिंदुत्वआतंकवादी
#TerroristAttackOnJamiaStudents"
News Nation,"#VIDEO | Man shouts 'aao deta hoon azaadi', opens fire in Jamia, leaving one student injured. Watch video

https://t.co/VJvg54PvS0"
Rajeev Yadav,"In Presence of Police, Man Opens Fire at Jamia Students during Anti-CAA Peace March
#Jamia
https://t.co/4t1MoN70MG"
Amit Kumar ABVP,महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे.दुबारा अगली पीढ़ी को #CAA न लाना पड़े#… https://t.co/svtKsBV925
Makhan Singh General Secretary  BSP Punjab,To fire at protesting people in Jamia Delhi against CAA NRC and NPR by an unidentified youth clarifies the stand of… https://t.co/1qJ6zSux2H
Nilesh Morbia,@Swamy39 @kaunaslam CAA ka virodh karna hai to khud ki bharatiya nagrikta ka tyag karke kar shakte hai
Jackie Beard Jones,@UK_CAA @foxy_kris @CEGAGroup @Telegraph @SkyNews @ITV @BBCNews @BBCWatchdog Thank you for the reply &amp; prompt respo… https://t.co/UhAf9nk3jy
अमितशाह फैन क्लब,"महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को #CAA न लाना प… https://t.co/kXgp0fAatL"
bhakt sara,"@TimesNow even if anti CAA people use Hindus as pioneers to promote terrorism, definetlty BJP and RSS won't appreci… https://t.co/bxOvoGfj2M"
Sangitha Varier,🇮🇳Mega Diplomatic win for #India 👍 #EU Parliament defers anti-#CAA Resolution Voting🇮🇳Pak Efforts fail❤️Kudos… https://t.co/h8VdsnDcxa
ALI SHAIKH,@wasifn_9 #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #तुम_कितने_गांधी_मारोगे… https://t.co/nNtk2lSwnk
DHANANJAY SHUKLA,"महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को #CAA न लाना प… https://t.co/nJAXKjIErG"
harsh_photosensitive,@vanitajain21 @Ramesh_BJP @VandanaJayrajan @anandpdwivedi @caa_nrc_best @SwethaAjeeth @Moulii190 #muftkhor… https://t.co/cB76U2fQO8
योगेंद्र चौधरी,"@ianuragthakur अनुराग जी ने गोली मारो गद्दारो को बोला तो ओवैसी  @asadowaisi बोल रहा है कि कहा आऊं गोली खाने के लिए,… https://t.co/dWQbmEyvyj"
Shah Ali (शाह अली) (شاہ علی),"@kashaf3751 #European_union_against_CAA_NRC 
#गोपाल_हिंदुत्वआतंकवादी
#TerroristAttackOnJamiaStudents"
SUNIL KUMAR,"CAA ,NRC एक ऐसा बिल है जिसने हिन्दुओ को 10 साल बाद आने वाले

इस्लामिक आतंकवाद के खतरे का एहसास आज ही करा दिया"
Muhammad Nawaz uddin मुहम्मद नवाज़ उद्दीन,@NrcProtest Police na to is kay legs par goli chalayi aur na is par lathi charge hua agar hoga to armless protester… https://t.co/7nVGVFKZBG
Vivek,@kashyap9991 @caa_nrc_best Look at the gun. Zoom it. Seems like Desi katta (Idk much about guns but it does not loo… https://t.co/2QXZ9Ln45R
TK C,@Unknown_CAA_NC1 知らんし(笑)
@l-Miher Khan,"मुंबई में  गिरफ्तारी पर बोले डॉक्टर कफील खान, ‘साजिशन फंसाया जा रहा, नहीं है यूपी पुलिस पर भरोसा’ https://t.co/xy4UFMKcGZ"
Sandy Johns,Gunman fires at anti-CAA protest rally in Delhi https://t.co/ADInLQANJr
Sridhar Tiruchendurai 🇮🇳,Liberals asked why CAA excluded Muslims.  @AmitShah or @narendramodi didn't answer.  Muslims answered.  Hope libera… https://t.co/mus1tX625T
Dévèn WADKE,"Delhi: Man opens fire at protesters in Jamia, student injured

Bound to happen when dictatorship, anti-national eve… https://t.co/1kmVDLX4ci"
Murtaza MAK,"Spot the difference
#Jamia 
#CAA_NRCProtests 
#DelhiPolice https://t.co/2LGVEPyMPa"
Abhijeet,"@ashokepandit गोडसे वाले चीचा  !

#BJPfails #BJPlies #Acchedin #Jumla #bhakts  #UrbanIdiots #5TrillionEconomy #NRC… https://t.co/DQCpd0fU3S"
ARCHANA,@Khurram1inc @UNinIndia @UNHumanRights @UNGeneva @UN_Women @UN @UN_News_Centre @UNDP_India @UNICEFIndia @UNDP… https://t.co/LCoL6tMLNI
Govardhan Soni GD BJP,"@rssurjewala सबर रख,

https://t.co/eiG3d7IvJ7 https://t.co/TsVU7jCfI4"
Parth Mehrotra,VIEWS OF #MahatmaGandhi  SUPPORT CAA NRC NPR ... MUSLIMS SUPPORT NRC CAA NPR
Azhimukham,'രാമഭക്ത് ഗോപാൽ' ജാമിയ വിദ്യാർത്ഥികളെ വെടി വെക്കുമ്പോൾ പൊലീസ് നോക്കി നിന്നു #CAA #JamiaMilliaIslamia https://t.co/7OwcAdSi6P
Ashfaq Khan,"हमारी आने वाली 7 पुश्ते भी यही पैदा होंगी और यही मरेंगी
पर अफसोस है मोदी और योगी की पुश्ते यह नही देख पायेंगी।… https://t.co/a6UCrbQ2pV"
Youth4bjp,"लाल मिर्च का कमाल,
बन्द कराने वालों को कर दिया लाल!
Anti national #CAA_NRCProtests को रोकने का आम ज़न द्वारा किया ग… https://t.co/be2XoHbCY7"
̷ͲȺའȺ. 🌟⭐🌠,"Jitne bhi protest kar reh sab ko udao.

Na rahegi bansh ba bajegi basuri
Rest in peace caa protesters 🤣🤣

#ShaheenBaghProtests"
Prerona Dutta,"এই লোক টি জামিয়ার একটি ছাত্র কে গুলি করেছিলেন CAA বিরোধী  আন্দোলন কারীদের উপর. 
ছিঃ ছিঃ মোদী সরকার ছিঃ… https://t.co/oFYm12E3eM"
Bilal Ansari,"IF Union Ministers from the stage chants ""गोली मारो""
Then Result is here ..
Before they killed #Gandhi ji,
Today th… https://t.co/D7vTC4uwmK"
India_For_Indians,"#StagedJamiaAttack by
 #Lashkar_E_Media https://t.co/vPgFOnYjZB https://t.co/mKwYFOY3Bi"
Amit Kumar ABVP,"महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को #CAA न लाना प… https://t.co/sPotbCcYvh"
JFB!rich boss VANDRA kingʙᴋᴛbraga,@Jihyocha Gak punya gua caa
Amit Kumar ABVP,"महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को #CAA न लाना प… https://t.co/2UmHR4FX7q"
RAMANI SANKAR,@SriramMadras BJP police will act only against protesters of CAA and students. Here it seems that the police allowe… https://t.co/6cXvWyRJbM
Jyothi Shankaran,"And in the morning he was leading an anti CAA rally in Wayanad, Kerala 😂😂😂 https://t.co/uQqQH7WytV"
Jai Shree Ram 🙏🙏,"@_sabanaqvi Agar CAA laye to desh ko Aag laga dege 
Aag laga di explosion kar diya https://t.co/JfLwwPnfPm https://t.co/yj1cP7QHvd"
Amit Kumar ABVP,"महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को #CAA न लाना प… https://t.co/TcLYixqRFp"
Pradeep Rawal,"#CAA की खिलाफत से कोई शिक़वा नहीं,जो सिखाया गया वो करो तो भी गिला नहीं।
शिकायत उस जहरीली साज़िश है,जो दिमाग से दिल… https://t.co/jXTsPvUqhV"
Sagar Lodha,@ShilpiSinghINC लगता है आन्टी अधपढ गवांर है ये #CAA को पढ नही शकती या फिर इन्हे घुसपैठिये और शरणार्थी के बीच का फर्क नहि मालुम
MADHUKAR TAKSANDE,@nisha_ambedkar शाहीनबाग का आंदाेलन सारे भारत के लाेगाेका आंदाेलन हाेता गया है. ३३% मत वह भी EVM HACK MACHINE से चु… https://t.co/POaubywPOC
Na30 Chelsea,@RubikaLiyaquat @RubikaLiyaquat aap please tamil nadu ke trichy me jo BJP worker ki mob lynching hui hai ek communi… https://t.co/rTKHIXYqpX
DhanMesh,"@nisha_ambedkar आतंकवादी नाथूराम गोडसे की औलाद है  #GodseMurdabad #Godse_Terrorist 
#WorldAgainst_CAA_NRC_NPR"
News18 Tamil Nadu,"ஜெய் ஸ்ரீராம் சொல்லிக் கொண்டே CAA எதிர்ப்பு போராட்டக்காரர்களைச் சுட்ட இளைஞர்! டெல்லியில் பரபரப்பு

#Jamia | 

Click… https://t.co/vt3plsqpuU"
Awadhesh Kumar Singh,PM Narendra Modi jee जब रामदेव बाबा के आंदोलन पर पुलिस बल का प्रयोग करना अगर उचित है तो CAA के विरूद्ध आंदोलन करने… https://t.co/tpAj4R9boJ
Love Chowkidar,"this is democracy for congress, india today , owaissi
https://t.co/pcdCZcpppA https://t.co/i4DPEcrJF8"
THE THIRD EYE,"बिहार से आये हुए ये दादा...शाहीन बाग के हज़ारों विरोधियों, देश तोड़ने की बातें करने वालों के ठीक सामने अकेले शख्स… https://t.co/RgZvLDiz0A"
Amit Kumar ABVP,"@digvijaya_28 महात्मा बनने के चक्कर वर्तमान व भविष्य में कोई भी #gandhiji वाली गलती ना करे...

दुबारा अगली पीढ़ी को… https://t.co/Dlui0CPmwI"
Ankit Mudgal,"#भारतबंदकाबहिष्कार
कल CAA / NRC का विरोध करने के लिए बंध के समर्थन में सहयोग करने वालो का सभी भारतीय नागरिकों द्वा… https://t.co/FFpz2dcpkz"
Love Chowkidar,"@IndiaToday this is democracy for congress, india today , owaissi
https://t.co/pcdCZcpppA"
Velmurugan Paranjothy/ ப.வேல்முருகன்,@kalaisugu1 ஜெய் ஸ்ரீராம் சொல்லிக் கொண்டே CAA எதிர்ப்பு போராட்டக்காரர்களைச் சுட்ட இளைஞர்! டெல்லியில் பரபரப்பு https://t.co/M2C2iYOWT0
asr24News,छत्तीसगढ़ के CM Bhupesh ने PM मोदी से CAA वापस लेने किया आग्रह https://t.co/HGohTKQmWq https://t.co/7eP78dRBnm
shailesh  shirode 🇮🇳,@AneelaKh @RanaAyyub They won't show Muslims killing #Anti_CAA protesters.. https://t.co/rgYXhZ0ybA
Chinmaya Pradhan,"Politics may be a game for the politicians, a game where they lose or win elections, but for 130 crore commoners, i… https://t.co/hcXD5Z3cTO"
Avinash Vishwakarma,"#CAA_NRC_Protests 
     दिल्ली चुनाव से पहले भाजपा बड़ी हिंसा को अंजाम देने की कोशिश करेगी। जामिया से आज शुरू हुआ… https://t.co/k95A1oUeJp"
Bhargav D 🇮🇳,"@kanhaiyakumar अबे गधे, CAA NRC को जब मुस्लिम विरोधी नहीं साबित कर पाये तो अब गरीब विरोधी साबित करने में लग गये"
US KHAN,@salmani_umar @MuslimAwaz @WasiuddinSiddi1 @ShayarSalman जाॅम्बीज के नए भारत में आपका स्वागत है। देखना यह है कि इस… https://t.co/1ozlOJF7EZ
Meena Kotwal,"अहिंसा परमो धर्म:
गोली खाकर हमें आज भी गांधी बनना मंजूर है.
#India_against_CAA
#Jamia
#30January
#Gandhi https://t.co/jgLWta3oZ3"
Gautam Mitra,"@Sujeeshmech @surendranbjp So much I understand, the passing of resolution against CAA in the assembly has no pract… https://t.co/5c82f559au"
Shubham Gorande,@dr_socialist https://t.co/xR2rdIuaEs
Mohammad Mansoor,"If #NarendraModi thinks of engaging into new war with #Pakistan, then all Indians must realize that their already c… https://t.co/C7qNR909SG"
Ashutosh Anil Poddar #IsupportCAA NRC..,"Dear nationalist..
Get ready to boycott #Thappad  of @taapsee who was also standing at the gate way of India with… https://t.co/gp2avIZLgB"
Naomi Canton,Main dunga azadi: Man opens fire in Delhi's Jamia at anti-CAA rally; 1 injured | WATCH https://t.co/e7ZfWvqDnE via @indiatoday
Er Azhar Meo,"IF Union Ministers from the stage chants ""गोली मारो""
Then Result is here ..
Before they killed #Gandhi ji,
Today th… https://t.co/w50BbBXS0T"
Vidya Chavan,"On the day when #MahatmaGandhi was assassinated an unknown individual open fired in front of brave @AmitShah
ji's… https://t.co/jtYb3RdZNZ"
SANDEEP TIWARI ( SUPPORT CAA ),"@ArvindKejriwal हिन्दू सिखों की पाकिस्तान मे हालत
गौमांस जबरदस्ती खिलाया जाता है
बेटियों को घरो से उठाया जा रहा है… https://t.co/YFTVys6beY"
