user,tweet
Faisal Zk,Today i got this while watching this video where @anjanaomkashyap talking to #shahinbagh ladies suddenly i got this… https://t.co/TrXxCWMMqQ
ఈనాడు,"మోదీకి ఆ ధైర్యం లేదు: రాహుల్‌
#RahulGandhi #PMModi #Congress #BJP #CAA_NRC #Kerala
https://t.co/4CvJIW48qr"
Punjab Kesari,"#CAAProtest: जामिया में प्रदर्शन के दौरान एक युवक ने चलाई गोली, बोला- मैं दूंगा सबको आजादी ( VIDEO)… https://t.co/V1X1IVhzYW"
Mohit Puranik,Dear @SalmanNizami_ what do you have to say about TMC leader Tahiruddin who opened fire at the protesters in an ant… https://t.co/s3jNg8aOQ8
Ghayas,"@RanaAyyub RSS plan to kill  Gandhi executed by Godse
RSS  plan ro kill CAA-NPR-NRC protest executed by Delhi Police."
Pharmaking,Shaheen Baugh Bhiwandi starting from 31 January.Against NRC#CAA#NPR. https://t.co/2jAxXMxIqb
Ayyub Jagirdar,"😡*अनुराग ठाकुर के नारे के बाद आज जामिया के स्टूडेंट को गोली मारी गयी* 

#No_NRC_NO_CAA_NO_NPR https://t.co/tXAlYkbuZY"
Govardhan Soni GD BJP,"@rssurjewala देख ले। इसे कहते हैं विदेश नीति ।
https://t.co/eiG3d7IvJ7"
Aniket Vyas,"A Rudra Hanuman poster puts secularism in danger.

In anti CAA protest in Hyderabad, Ashoka Chakra was removed from… https://t.co/KAsDPgLZyM"
Motherland Voice,CAA से भारत के किसी भी मुसलमान को दिक्कत नहीं होनी चाहिए-तारिक फतह https://t.co/pjT80CL01s https://t.co/zul0eFmuaW
Aftab Alam آفتاب आफ़ताब,MENA FN  https://t.co/xrhcm1CS9M
Some bits,"@adiupadhyay Must be a Islamic nutcase so aggrieved by CAA/NRC that he opened fire on those protesting for his cause, no?"
Sujata Morale,"Sfi अखिल भारतीय सहसचिव दिपसीता धर यांनी बीडमध्ये CAA,NRC,NPR  विरोधात  २९Jan रोजी आयोजित भव्य जाहीर सभेस संबोधित के… https://t.co/k03vf8A2tm"
sanjeevni today,"VIDEO: जामिया में CAA प्रोटेस्ट के दौरान युवक ने चलाई गोली, बोला- में देता हूं आजादी    https://t.co/EBUcfcQ9xE"
ian,@baekburger nyamar caa
Uttam kumar 🇮🇳,"बहुत ही शातिराना तरीके से नाटक खेला गया है

30 जनवरी
महात्मा गांधी की हत्या 
नाथूराम गोडसे

बंदूक लहराता और जय श्री… https://t.co/vsgX5BFRAB"
UDAY KUMAR 《SUPPORTERS OF BHARATIYA JANATA PARTY 》,"शेरगिल का इस्लामिक स्टेट बयान हम जितना झुठला दें,पर सच है इनके कौम के हरदिल में इस्लाम का रोब दिखाना है। जनसंख्या ब… https://t.co/mYElKnBeKS"
Tousif Raza Khan,Shame on you @republic media channel shame on #GodiMedia @ndtvindia @IndiaToday @UNinIndia @UN… https://t.co/RFkD0MGa2o
baba,"Vikas modi's son, Amit Shah nephew, 
Godse of new India, 
Wondering if he is from minority communities.… https://t.co/tcZ5XaqySR"
Parth Mehendru,"Supporter of caa and ram bhakt gopal 
It's a clear clue that he is of RSS https://t.co/s9fsL28F7G"
Parth Mehrotra,MUSLIM SUPPORT CAA NRC NPR ...#मोदी_शाह_एंटीनेशनल_हैं  YE  SIRF  FAKE AGENDA HAI ..
Rishabh Negi,Reality of protesters at Shaheen Baag 😂 #CAA_NRCProtests https://t.co/zMtASXTc3V
bilal sunasra بلال,"एक जान और CAA_NRC के नाम…

एक दिन पहले “गोली मारो सालो को” कहने वालों ने आज जामिया के एक छात्र को गोली मार दी,याद र… https://t.co/tPI5wDmjMH"
Manoj Patel Rajpura,"@ANI Abhi to ek ka dimag guma he nahi sudhare caa virodhi to ye tarika apnana hoga

Santi sab miljulkar desh or aam… https://t.co/G2yggS02ej"
LatestLY,Jamia Firing: Shooter Rambhakt Gopal Went Live on Facebook Before Attacking Anti-CAA Demonstrators | Read full repo… https://t.co/12kjfbd475
Sujit chaudhary । সুজিত চৌধরী,"Minister Anurag Thakur made instigating remark ""Goli maro.......""
Getting inspired by that instigating remarks… https://t.co/LfBsotKubk"
Suresh Kumar,"@gauravbh कहां से लाते हो इतना ´´गूढ -ज्ञान `` !!!!
वो  उपद्रवी ##CAA समर्थक है, जो ##आजादी देने आया था !!"
Asheem PK,"Gun-Wielding Man Shoots Jamia Student at Anti-CAA Rally, Shouts 'Jai Shri Ram, Yeh Lo Azadi' Slogans https://t.co/LqRluxgCx3"
Pune Samachar,"https://t.co/cIcVOZT0SP
@punesamachar #CAA_NRC_NPR #CAA_NRCProtests #CAA_NPR_वापस_लो #CAA_NRC"
DeathEater,"@sambitlnt You don't know because there weren't.

And why didn't police enter JNU? That's not a law and order situa… https://t.co/7J2WbRUJfT"
TRISHUL,"@PushpendraKuls4 😂 ये नहीं चलेगा.  जब तक CAA ना हटे तब तक, हिंदुस्तान के सारे CAA के supporters को सारे धंधे बंध रख… https://t.co/xar7z7VnUM"
Rishita 🇮🇳,@Saddamk38866877 @Sheezansajid @khanumarfa Tumne padha hi ni fir kuch bhi ....CAA KE tahat sirf pakistan bangladesh… https://t.co/duMgFiNa9i
IndiaTomorrow.net,@RuchiraC https://t.co/G6hhZr6yOx
India_For_Indians,"@StuteeMishra Surprisingly all the posts r of same day 🤣🤣🤣

The man who killed kamlesh tiwary was rohit solanki on… https://t.co/qNEpKwtmQI"
Shahnawaz,"Mr @ianuragthakur
Inspires real traitors to shoot down people who protests against CAA.
While @DelhiPolice
was just… https://t.co/vfGoEKBNmJ"
Madhavi Dave,@RanaAyyub Noone should threaten other citizens. Period.We can pay attention to you when in the same breath you als… https://t.co/Sbh6NaN0Xq
IndiaTomorrow.net,@nehmatks https://t.co/G6hhZr6yOx
Md Irshad,नवादा में Candle March NRC और CAA के विरूद्ध में https://t.co/NWcpziEn4q
Logical_Adamant,@tanwer_m @narendramodi Waise hi jaise tukde tukde gang aur shaheen baag famous hua na? Famous hone ka chance to Mo… https://t.co/x7pKZH4uW6
Abhijeet Sharngat,"1) Bjp leaders chants slogans ""desh ke gadaro ko, goli maro salo ko"" in thier rallies.
2) An armed men allegedly a… https://t.co/oKhNpnupIQ"
Siddhartha Majumdar INC 🇮🇳,@MamataOfficial protest marches opposing #CAA_NRC are a complete farce. She herself allowed 9 of her MPs to be abse… https://t.co/DxsvPrh1Qp
गोपीकृष्ण धाकड़ GKND,#CAA_NRC_NPR https://t.co/NWC4ydiNKA
Ummat-e-nabi.com,"#Jamia: #CAA के खिलाफ प्रदर्शन में बंदूक लेकर घुसा युवक, फायरिंग कर बोला- 'ये लो आजादी' #MahatmaGandhi… https://t.co/HRzUgRg9UW"
Pankaj Sharma,"ये सरकार लोगो का ईगो सेक के और नफरत फैला के वोट बटोर रही है केवल, नही तो कोई बताये 370, राम मंदिर, CAA/NRC से आपके… https://t.co/aFnI8yT10A"
IndiaTomorrow.net,@NihaMasih @dansiddiqui https://t.co/G6hhZr6yOx
Love Chowkidar,https://t.co/cnWNF9EdMb https://t.co/i4DPEcrJF8
IndiaTomorrow.net,@asadowaisi @DelhiPolice https://t.co/G6hhZr6yOx
Tej Pratap Pandit,@Married2Martyr @AwesomeAvinas @paramanand_3 @dharmicverangna @NindaTurtles This is to b seen by those who think th… https://t.co/d0xmmj3Hp6
IronGirl © 🇮🇳,@caa_nrc_best 🤣🤣🤣
Sanjay,@anjanaomkashyap Jaroor ma  ka sher hai ye bacha apni apni abhivakti ki ajadi hai is bache se sahan nahi hua caa ka… https://t.co/Dfso3ni3NT
Peacefully Political 🇮🇳🇮🇳🇮🇳,Something tells me that Nirmala ji is going to come to the rescue of Amit Shah by presenting a horrible #Budget2020… https://t.co/VRyLQZl6qY
Randy Randy,"@ANI Without Foreign Funding there would not have been any Anti-CAA Protests, nor would Congress and Mamata have ta… https://t.co/4KMsLxl09W"
IndiaTomorrow.net,@DesiPoliticks https://t.co/G6hhZr6yOx
J.Uday Sekhar,"Congratulations P.M.Modi  best of luck to successfull administration mother land, I Support CAA, Amit Saha, J.P.Nad… https://t.co/EZZvr5IjfH"
#संजय गुप्ता🚩,"@RubikaLiyaquat CAA  वो ऐक्ट है जिसने हिंदुओं को 10 साल बाद आने वाले खतरे 
का एहसास 
आज ही करा दिया"
Loud Politics,Is this policeman resting his chin on his lathi while a guy is brandishing his gun at anti-CAA protestors?… https://t.co/ilIYaKsfny
only India,"Won’t put it past Opp parties to arrange this! After all, despite all ruckus created by anti #CAA_NRCProtests - no… https://t.co/XqTxC7LpeC"
Nizam Khan,@Osamashaikhmba European_union_against_CAA_NRC
🇮🇳 Indrani_se_nani 🇮🇳,@lohewaliladki 😂 😂 😂 😂 😂
Sandeep Dhamija,@IndiaToday @rahulkanwal I have talked to people of these ideologies...all are confused..issue from Ram mandir to 3… https://t.co/Dfin2rJCdD
Love Chowkidar,"@IndiaToday india today and owaisi can comment on this

https://t.co/cnWNF9EdMb"
Manojkumar D Shenoy,@JeswinPThomas @ashokhajeri @BJP4India @INCIndia സഹോ ആദ്യം NPR NRC CAA ഇതൊക്കെ എന്താണെന്ന് മനസിലാക്കാൻ ശ്രമിക്കൂ ഇ… https://t.co/sMH59aEPmb
अर्जुन 🇮🇳,@deeparag @RitujainMe @kanhaiyakumar Abe randi ki aulad......teri ma karne gyi kheto m pesab kutte me muh mara puch… https://t.co/95pfMoGKeS
MinorityMediaCentre,"क्या है CAA,NRC लाने का असल मक़सद ? || Minority Media Center || https://t.co/SyXEa5nPqj via @YouTube"
पहाड़ी भैंस ★★★,@News18India @News18Indiaअगर एक मुस्लिम पेशाब भी करता है तुम लोगों को उसका पेशाब का कलर भी पता चल जाता है परन्तु आप… https://t.co/fRxuS2GanT
shreeprakash agrawal,"बड़ी खबर: इटावा में CAA के खिलाफ प्रोटेस्ट कर रही महिलाओं पर पुलिस ने की लाठी चार्ज, बच्चों और बुजुर्गों को दौड़ा-… https://t.co/3fq3pnIxtM"
krishanjee,"@ThePlacardGuy Not on dead body ! No going back CAA which is to save Miniorities of Pakistan , Bangladesh &amp; Afghani… https://t.co/HelIJLXp9J"
The Lallantop,"'ये लो आजादी' कहकर युवक ने जामिया प्रोटेस्ट में की फायरिंग, पुलिस देखती रही
[घायल युवक को रास्ता देने के लिए पुलिस… https://t.co/o8uDCYsjpK"
mehmud ,Main dunga azadi: Man opens fire in Delhi's Jamia at anti-CAA rally; 1 injured | WATCH https://t.co/hCbE9IArAd via @indiatoday
moquit ahmad,"A person motivated by central minister's slogan goes on a killing spree, one injured. #शाहीन_बाग_से_हिलती_सरकार… https://t.co/ygPsuYBw16"
ashutosh Ray,True meaning of#CAA 😆😆😆 https://t.co/byiaDSs9Yj
SidhuJetha,"@Indian1234K Tu Pakistani h, CAA NRC se tera kya lena dena. Ja bdsk, imran khan k gaand chaat"
स्वाती सिंह 💎,"प्रोटेस्ट के दौरान हाथों में पिस्टल लेकर ""जय श्री राम"" और ""वंदे मातरम"" का नारा लगा कर फिर से हिंदुओं को बदनाम करने… https://t.co/bvuMHOBEWF"
Ishaq Shaikh,"@partharay09 @suhasinih Persecution was just sometimes in d past and once in a blue moon now in Pak &amp;Bangladesh
Som… https://t.co/Rnvx5j3FDH"
Satish Kumar,"जामिया-प्रोटेस्ट के दौरान एक व्यक्ति द्वारा हाथों में पिस्टल लेकर ""जय श्री राम"" और ""वंदे मातरम"" का नारा लगा कर फिर… https://t.co/XVxkREEc4u"
محمد افضال,"@padlebc @azor24550802 @MiddleUngli @majorgauravarya Please elaborate on 1 Hindu Indian or Muslim Indian?

https://t.co/SPnwJ1OICH"
Daily News,"जामिया में CAA के विरोध में निकल रही थी रैली, युवक ने पिस्तौल से गोली चलाकर कहाः मैं देता हूं आजादी
#FiringInJamia… https://t.co/qSakdRxnA2"
Karnataka Rising,Kannada reporter poet booked for breach of peace for his anti CAA poetry https://t.co/JdzgYHjmgW https://t.co/qqAGS7ueEh
sameer,@bainjal and the fingers were on trigger against CAA protesters in UP.😢
नीरव_Support_CAA,"@DrGPradhan

यूरोप संसद के 150 सदस्यों ने CAA का विरोध किया :- @ndtv

यूरोप संसद में कुल 756 सदस्य हैं ... 606 (80%… https://t.co/o0k2WmP7xV"
ATIK PATEL,"मध्यप्रदेश में भी #CAA के ख़िलाफ़ प्रस्ताव लाएगी @OfficeOfKNath सरकार @sajjanvermaINC ने कहा, हमने इसके लिए तैयारी… https://t.co/D0Q754NRo7"
Panch,"@MohtasibSiddiqu @SreenivasanJain Ram Bhakt nehi he is bhaktuddin. 

Yesterday also, in WB, TMC Block President ope… https://t.co/BcHzYanRzk"
IronGirl © 🇮🇳,Cc: @Aniiiiish @biharigurl @iamrahulpassi @desimojito @Babaaagaya @caa_nrc_best @depand_uk
ALI SHAIKH,@shaikhzulfi84g1 #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #तुम_कितने_गांधी_मारोगे… https://t.co/W4U6ndro9Z
Arnab Dutta,Man opens fire at anti-CAA protesters near Jamia Millia Islamia; 1 injured https://t.co/ytSC1XdpJS
Rohit,@vivekagnihotri Sir 1 guy named prajapati died in jharkhand he was supporting CAA and was attacked by jihadi mob. W… https://t.co/xuxvaGCz5r
Shakil Raza Qadri,जामिया के स्टूडेंट शादाब को पुलिस के सामने एक शख्स ने गोली मारी और बेखौफ होकर पिस्तौल लहराता रहा। वहां caa के खिलाफ… https://t.co/l3YqjBONm1
Shah Ali (शाह अली) (شاہ علی),@Osamashaikhmba @MasoodA28658586 #European_union_against_CAA_NRC
Nabeel Khan,"Delhi Police when a terrorist attacks Jamia students: ""HUM DEKHENGE""

Delhi Police when ABVP goons attacked JNU stu… https://t.co/wbQvrBb7Xb"
The Daily Star,A gunman is taken in police custody after he fired at #protesters near Jamia Millia Islamia university injuring a… https://t.co/z2q0zmofz8
ABP Asmita,"https://t.co/vEmka42cnb   CAA Protest: જામિયામાં પોલીસની સામે યુવકે કર્યું ફાયરિંગ, ત્રણ મેટ્રો સ્ટેશન બંધ #Jamia #gopal #CAA_NRC_Protests"
Nizam Khan,"@alishaikh1737 European_union_against_CAA_NRC
European_union_against_CAA_NRC"
KAUSHIK GHOSH,Where are You Taking Our Country #Modi In Name Of #CAA_NRC_NPR
dhirendra jha,"बिहार में चल रहा CAA, NPR और NRC विरोधी आंदोलन देश को नई दिशा दे रहा है।मज़दूर-किसानों की भागीदारी बढ़ रही है!बिहा… https://t.co/krBLH7wgXi"
Lbr digital marketing,#caa #nrc https://t.co/AS5B0yHLDm
Akram Azad 💯%FB,"@anjanaomkashyap जामिया यूनिवर्सिटी के पास हो रहे CAA के खिलाफ प्रदर्शन में बंदूक लेकर घुसा युवक, फायरिंग कर बोला-… https://t.co/qKdoaxqX3y"
mahesh brijnandan,"जब देश का प्रधानमंत्री, गृहमंत्री, वित्त राज्यमंत्री , बीजेपी के मुख्यमंत्री और अनेक नेता CAA के विरुद्ध प्रोटेस्ट… https://t.co/ddIlxTehNQ"
NORTHEASTINDIA24,"Man opens fires at CAA protesters near Jamia, 1 student injured https://t.co/9Coge5Ubp7 https://t.co/0pyOxJ3RJx"
Sudeep Khokhar,"2018 में कांग्रेस ने प्रेस कॉन्फ़्रेंस करके आरोप लगाया था कि मोदी और शाह NRC रुकवाना चाहते हैं।
@RahulGandhi तेरी… https://t.co/UXmCk3kG12"
Rahul Srivastava🇮🇳,"@INCIndia उस अंजान लड़के द्वारा किये गए इस सराहनीय कार्य को सलाम हैं ।

भगतसिंह अब भी जिंदा हैं लोगों में ।… https://t.co/QEBi33TnBh"
ALI SHAIKH,@kashaf3751 #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #We_Are_Gandhians #तुम_कितने_गांधी_मारोगे… https://t.co/SVg3op9iXS
Da_Lying_Lama🇮🇳,@shkarmun @caa_nrc_best @dharmicverangna @coffee_lines @Hindustaan_Mera @neetika_m @AimaraChopra @QueenPunjab… https://t.co/ueBKgEfdS8
Love Chowkidar,"@INCIndia what about this congress?

why are you supporting

why congress is insensitive to  hindus

https://t.co/cnWNF9EdMb"
Nand Kishore Yadav,"यूरोपीय सांसदों के प्रस्ताव पर भारत को मिला फ्रांस का साथ 

 #CAA भारत का आंतरिक मामला- फ्रांस

पूरी दुनिया है मोदी… https://t.co/6a1vRrYGWD"
Mayur Gahlaut,@Sonamdoll1 @ChandwaniSonal @Suresh22473805 @RabinaMagar13 @RealVinduSingh @ChetanaBB_fan @BabaBiggBossB… https://t.co/NjrsfCKWlB
Hiren Gauswami,@NavinRaikar @nishusri1 @BeingSalmanKhan @Bollyhungama @ETCBollywood @bollywood_life @bollybubble @oheraldogoa… https://t.co/nmtiws1KKM
RAMAVTAR PANDEY (100℅ follow बैक राष्ट्रवादियों को,"@humanbe17987965 @BBCHindi Caa संसद ने पास नही किया है क्या

और जब मुसलमान लोगों को देश मिल ही गया है फिर उनको क्… https://t.co/brVTQWZwIh"
SANDEEP TIWARI ( SUPPORT CAA ),"@Real_Ravi_BJP @jayshankar639 हिन्दू सिखों की पाकिस्तान मे हालत
गौमांस जबरदस्ती खिलाया जाता है
बेटियों को घरो से उ… https://t.co/vhpN7qqS9r"
Vedant Uppal,"Ppl who couldn't see 100s of Muslims shooting guns throughout CAA protests are outraging over 1 guy. 
What are the… https://t.co/MGK4hGVCRa"
Joyce Lau,Silver lining to violence at #India universities: Students surprise observers by standing up together to protest ag… https://t.co/taADHHKdXc
रोफल_ इंकलाबी,"@TheSamirAbbas @TV9Bharatvarsh #Anti_CAA_NPR_NRC प्रोटेस्टर्स पर गोली चलाने वाला,
यह मुस्लिम होता तो पीछे खड़ी इतनी… https://t.co/YkSIatLGhu"
AQUIB MIR. 🇮🇳,"India loves @narendramodi g 
India support CAA . 
Bharat mata ke jai . https://t.co/eTTGQMqCGL"
Shkarmun,@GoofyOlives @caa_nrc_best @dharmicverangna @coffee_lines @Hindustaan_Mera @neetika_m @AimaraChopra @QueenPunjab… https://t.co/OC0bFUd16C
amrita pande,"#CAA_NRCProtests #jamiafiring 
Man Fires Gun at Protestors at Jamia, Shouts 'Yeh Lo Aazadi' https://t.co/YX3QTaJ0mK"
Dharma,@kanhaiyakumar: for every thing u blame centre. Y dont u enlighten d protesters that there is no fear from CAA.  U… https://t.co/fsTlREhCnI
khifayath Hussain,"Gun-Wielding Man Shoots Jamia Student at Anti-CAA Rally, Shouts 'Jai Shri Ram, Yeh Lo Azadi' Slogans 
Result of the… https://t.co/5tW9GnAyJx"
India Today,"CPI leader D Raja has demanded arrest of BJP leader and Union minister Anurag Thakur. 
https://t.co/EjZUkXAg8o"
jaiparkash tiwari,"हमारे मुल्क का दुर्भाग्य देखिए।
CAAऔर NRCसे भारत के मुसलमान भाइयों को बिल्कुल भी फर्क नहीं पड़ेगा। लेकिन फिरभी कुछ… https://t.co/TqYj5S7WPN"
Harry Potter,"@ajitanjum Its an orchestrated nautanki as your party has flopped.
This man was part of the student mob

Why didn't… https://t.co/RaJsZFRN6D"
अखंड भारत,"@bhupeshbaghel @INCIndia आदरणीय मुख्यमंत्री जी
आप को CAA का सम्पूर्ण ज्ञान नहीं है ऐसा प्रतीत हो रहा है आपके इस पत्… https://t.co/VsfOAVTmrY"
IndiaTomorrow.net,@Rajivrihaimanch https://t.co/G6hhZr6yOx
रोफल_ इंकलाबी,"@barkhatrehan16 @CNNnews18 @pranshumisraa #Anti_CAA_NPR_NRC प्रोटेस्टर्स पर गोली चलाने वाला,
यह मुस्लिम होता तो पी… https://t.co/IQi4RfJoy8"
V Maruthi Rao,@ProfMKay This idiot drug addict would have been languishing in US jails had not Atal ji intervened and got him rel… https://t.co/UJaIAH74Yr
भारत समाचार,"#BharatSamachar 

#Delhi :- #CAA प्रदर्शन के दौरान #Jamia में चली गोली, युवक ने कहा- मैं दिलाता हूं आजादी.… https://t.co/iiHFv57Blq"
Kaustubh Chandra,"Waaah whatte policing! 
*Slow Claps*

Shame! @DelhiPolice. Doobne ke liye chullu bhar pani bhi nahi bacha ab toh… https://t.co/ETAgUYiTsE"
Nizam Khan,"@Parwezk911 @Osamashaikhmba European_union_against_CAA_NRC
European_union_against_CAA_NRC
European_union_against_CA… https://t.co/4aOU5a012X"
IndiaTomorrow.net,@JNUSUofficial https://t.co/G6hhZr6yOx
Papa Patriot,"Guess we have found a candidate for next year's Padma Bhushan #CAA_NRC_NPR
#CAA_NRC_Protests
#anuragthakur
News18:… https://t.co/wN2fFHtY7E"
Junaid Mayur,@narendramodi @RanaAyyub @asadowaisi @AyshaRenna @ladeedafarzana @kanhaiyakumar @Prksh_Ambedkar @Shehla_Rashid… https://t.co/JmjeNlDcey
Akram Azad 💯%FB,"@iamsabirs जामिया यूनिवर्सिटी के पास हो रहे CAA के खिलाफ प्रदर्शन में बंदूक लेकर घुसा युवक, फायरिंग कर बोला- 'ये लो… https://t.co/T8kicN1kBy"
Being AB Danish,"CAA के ख़िलाफ़ जामिया प्रोटेस्ट में एक गोडसेवादी जय श्री राम कहते हुए गोली चलाया,एक छात्र को गोली लगी है.

पीछे ‘दि… https://t.co/gvMoPmLJMM"
पहाड़ी भैंस ★★★,@News18Indiaअगर एक मुस्लिम पेशाब भी करता है तुम लोगों को उसका पेशाब का कलर भी पता चल जाता है परन्तु आप ये कहते हो च… https://t.co/rPtMmcz61W
PappuCantDanceSala 🇮🇳,"@sardesairajdeep @IndiaToday @aajtak Meanwhile, TMC leader TAHIRUDDIN killed two pro CAA protesters by opening fire… https://t.co/yMqL0uCvPX"
IndiaTomorrow.net,@RajatSharmaLive @indiatvnews https://t.co/G6hhZr6yOx
वीरेंद्र परिहार,@Akramkh63777167 @IamRajnishAhuja @ABPNews टीपू सुल्तान तुम कह रहे हैं कि उस बिल के पृष्ठ बता दो लेकिन मैं आपको बता… https://t.co/ZeOkSSFd2c
Akram Azad 💯%FB,"जामिया यूनिवर्सिटी के पास हो रहे CAA के खिलाफ प्रदर्शन में बंदूक लेकर घुसा युवक,
फायरिंग कर बोला- 
'ये लो आजादी...ह… https://t.co/XDU2LQXqxb"
Martian 👽,"@binary09 @RishavK52300811 @AditiRazdan1 @shabby_Rabu @puntinational Nice joke.

ISIS per to zubaan per fevicol reh… https://t.co/WQ9nFNoCol"
Avinash chanchal,आज जाकर समझ आया है मुझे भी CAA और एनआरसी का मतलब 😝 https://t.co/al8yXx2Blr
CS Lokesh Kale,@BJP4India @narendramodi @AmitShah Have an idea for you as the protestors are using so much of social media to crea… https://t.co/uJUElfax9y
IndiaTomorrow.net,@IndiaToday https://t.co/G6hhZr6yOx
Parth Mehrotra,MUSLIMS SUPPORT CAA NRC NPR #DilliKaBetaKejriwal PLEASE STOP YOUR FAKE AGENDA
Caa,@panjidorky13 💩💩💩
Modi Bakth - BJP Virodhi,@Josh99992 @battala_satthi @chintu002 @MegastarForever @pk_venkata Bro please post the video or youtube link.. we c… https://t.co/FM3u4m6xs5
Jansatta,"जामिया में पुलिस के सामने पिस्तौल लहराने वाला चिल्ला रहा था, 'ये लो आजादी, मैं रामभक्त गोपाल'; फायरिंग से पहले किया… https://t.co/gxNWl7KbzR"
विशाल गुप्ता 🇮🇳,"@INCIndia जामिया-प्रोटेस्ट के दौरान एक व्यक्ति द्वारा हाथों में पिस्टल लेकर ""जय श्री राम"" और ""वंदे मातरम"" का नारा ल… https://t.co/Ai4HlHILoM"
MD TANWEER ALAM,@ndtvindia Caa nrc npr ko khatam KR do sub Santa ho jayega
Long Live India,Stop behaving like a Pet Dog of Sonia Baghelji. It looks very shameful to see Congressmen serving like servants of… https://t.co/whRJETzOEM
@chokidarbhaveshkaria143,"Citizenship Act: PM reminds Opposition of a Pakistani advertisement
 https://t.co/0ioH1DeU3j

via NaMo App https://t.co/GNbocBdBd9"
IndiaTomorrow.net,@Iamzaeed https://t.co/G6hhZr6yOx
V.J,"All those who are saying why police didn't shoot him.

Well police aise ho shoot karne lage to ab to kam se kam 4-5… https://t.co/09bXnHbBXj"
kkp,"@SidhuJetha Kutte ki aulad hai....
India k against mai tu
I support CAA and NRC"
IndiaTomorrow.net,@ethicalsid https://t.co/G6hhZr6yOx
Bhuvan Kumar,"-मस्जिदों को तोड़कर, मंदिर बना दिया जाये क्योंकि आज का मस्जिद कल मंदिर हुआ करता था जिसे मुगलो ने बर्बाद कर मस्जिद… https://t.co/ZgxZuP1fd2"
Be Factual,#CAA_NRC &amp; Related protests need to be spoken out with sensitivity ; crude comments fm Anurag n Pravesh will only d… https://t.co/7D2fbCL4Cq
IndiaTomorrow.net,@PradumnThakur96 https://t.co/G6hhZr6yOx
Rahul,@iMac_too Bhai BJP central leadership should have raised death in Jharkhand and MAdhya pradesh during pro CAA rally… https://t.co/JRbxWpHqOG
Tyranny Watch,CAA to fulfill old promises to religious minorities in neighbouring countries: Modi https://t.co/QRslxZyLyW
